id,Protein names,Gene names,PROlong_mean
441,Neuroblastoma-amplified sequence,NBAS,1.0686333333333333
442,"Probable threonine--tRNA ligase 2, cytoplasmic",TARSL2,1.6746
444,Uncharacterized protein KIAA1467,KIAA1467,1.1112333333333333
445,tRNA wybutosine-synthesizing protein 5,TYW5,1.1532
446,SLIT-ROBO Rho GTPase-activating protein 2,SRGAP2,1.0381333333333334
447,von Willebrand factor A domain-containing protein 8,VWA8,0.8641066666666667
448,Protein strawberry notch homolog 1,SBNO1,0.85915
449,GTP-binding protein 10,GTPBP10,0.7568400000000001
450,WD repeat-containing protein 91,WDR91,0.925135
451,Transmembrane protein 189,TMEM189,0.8181066666666666
452,Trafficking protein particle complex subunit 13,TRAPPC13,1.04515
453,CCR4-NOT transcription complex subunit 1,CNOT1,1.0315333333333334
454,Microtubule-associated proteins 1A/1B light chain 3B;Microtubule-associated proteins 1A/1B light chain 3 beta 2,MAP1LC3B;MAP1LC3B2,1.219
455,Phosphoglycolate phosphatase,PGP,1.0277866666666666
456,RCC1 domain-containing protein 1,RCCD1,0.9828166666666667
457,G antigen 12J,GAGE12J,1.1861
459,ADP-sugar pyrophosphatase,NUDT5,1.0280633333333333
460,WW domain-binding protein 2,WBP2,0.9740000000000001
462,Obscurin,OBSCN,0.9020766666666666
464,Zinc finger MYM-type protein 3,ZMYM3,0.56291
465,Tubulin alpha chain-like 3,TUBAL3,1.04245
466,rRNA/tRNA 2-O-methyltransferase fibrillarin-like protein 1,FBLL1,0.5804666666666667
467,Structural maintenance of chromosomes flexible hinge domain-containing protein 1,SMCHD1,0.8663633333333334
468,Protein unc-119 homolog B,UNC119B,1.01745
469,"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform",PHKA1,1.2022666666666666
472,Protein cornichon homolog 4,CNIH4,1.0033666666666667
473,,,1.1676
474,Tetraspanin;CD81 antigen,CD81,1.0809666666666666
475,Protein diaphanous homolog 2,DIAPH2,1.00609
476,Alpha-endosulfine,ENSA,0.95757
477,Protein Shroom1,SHROOM1,1.0578333333333334
478,Obscurin-like protein 1,OBSL1,1.1946333333333334
479,Tetraspanin;CD9 antigen,CD9,1.1198333333333332
480,Transcription factor SOX-10,SOX10,0.8048066666666667
481,Serine/threonine-protein phosphatase 2A activator,PPP2R4;DKFZp781M17165,1.0192566666666667
483,Protein FAM3A,FAM3A,1.3589666666666667
485,Protein zyg-11 homolog B,ZYG11B,1.1898
486,Mesencephalic astrocyte-derived neurotrophic factor,MANF,1.0667333333333333
488,Fragile X mental retardation protein 1,FMR1,0.9056266666666667
489,Small nuclear ribonucleoprotein-associated proteins B and B;Small nuclear ribonucleoprotein-associated protein N,SNRPN;SNRPB,0.8299433333333334
490,Glycogen synthase kinase-3 alpha,GSK3A,0.9999733333333333
491,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial",PDPR,0.8843966666666667
492,Down syndrome critical region protein 3,DSCR3,0.9964166666666666
493,Transmembrane protein 147,TMEM147,0.8815833333333333
494,Protein TSSC1,TSSC1,1.2380333333333333
495,Protein bicaudal D homolog 1,BICD1,1.5070000000000001
496,Myomesin-1,MYOM1,0.9420966666666667
497,Sorting nexin-24,SNX24,0.9436549999999999
498,,MATR3,0.7444233333333333
499,"Nucleoside diphosphate-linked moiety X motif 19, mitochondrial",NUDT19,0.8017533333333333
500,,RBM39,1.0005
501,Ras-related protein Rab-34,RAB34,0.9941966666666667
502,Developmentally-regulated GTP-binding protein 2,DRG2,0.9831766666666667
503,MIF4G domain-containing protein,MIF4GD,1.2626
504,SUN domain-containing protein 5,SUN5,0.97554
505,Serine/arginine repetitive matrix protein 1,SRRM1,0.83455
507,Casein kinase I isoform delta;Casein kinase I isoform epsilon,CSNK1E;CSNK1D,1.2257333333333333
508,Eukaryotic translation initiation factor 3 subunit L,EIF3L,0.91416
509,RNA-binding protein EWS,EWSR1,0.8435966666666667
510,"DNA-directed RNA polymerases I, II, and III subunit RPABC2",POLR2F,0.64567
511,SUMO-conjugating enzyme UBC9,UBE2I,0.8901533333333334
512,Peroxisomal membrane protein PMP34,SLC25A17,1.1290333333333333
513,Copine-1,CPNE1,0.95636
515,Coatomer subunit delta,ARCN1,0.9816199999999999
516,Translocator protein,TSPO,1.1360666666666666
517,26S proteasome non-ATPase regulatory subunit 10,PSMD10,1.0492333333333332
518,Rootletin,CROCC,1.0088
519,Nardilysin,NRD1,1.065
522,Protein SMG7,SMG7,0.850085
523,AP complex subunit beta;AP-4 complex subunit beta-1,AP4B1,0.94146
524,"Phytanoyl-CoA dioxygenase, peroxisomal",PHYH,1.6546
525,Rho guanine nucleotide exchange factor 7,ARHGEF7,0.99522
526,Transmembrane protein 9,TMEM9,1.2826333333333333
528,Septin-6,SEPT6,1.1991666666666667
529,Lymphocyte function-associated antigen 3,CD58,2.7874
531,Polyadenylate-binding protein;Polyadenylate-binding protein 4,PABPC4,0.8103533333333333
532,WD repeat-containing protein 64,WDR64,1.0448
533,Complement decay-accelerating factor,CD55,0.90985
535,Sphingomyelin phosphodiesterase 4,SMPD4,0.9769366666666667
536,Histone H2B;Histone H2B type 1-L;Histone H2B type 1-M;Histone H2B type 1-N;Histone H2B type 1-H;Histone H2B type 2-F;Histone H2B type 1-C/E/F/G/I;Histone H2B type 1-D;Histone H2B type F-S;Histone H2B type 1-K;Histone H2B type 1-A,HIST1H2BI;HIST1H2BN;HIST1H2BL;HIST1H2BM;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;H2BFS;HIST1H2BK;HIST1H2BA,0.9284
537,Heterogeneous nuclear ribonucleoproteins C1/C2;Heterogeneous nuclear ribonucleoprotein C-like 2,HNRNPC;HNRNPCL2,0.6469733333333333
538,HemK methyltransferase family member 2,HEMK2;N6AMT1,1.8911
539,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6,JMJD6,0.8969733333333333
540,PDZ and LIM domain protein 2,PDLIM2,0.9635366666666667
541,"Iron-sulfur cluster assembly enzyme ISCU, mitochondrial",ISCU,1.1951333333333334
542,SEC14-like protein 2,SEC14L2,0.9363966666666667
543,Eukaryotic translation initiation factor 3 subunit H,EIF3H,0.9628
544,"Branched-chain-amino-acid aminotransferase;Branched-chain-amino-acid aminotransferase, mitochondrial",BCAT2,1.0461
545,Mortality factor 4-like protein 1,MORF4L1,1.0746
546,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,CDIPT,1.0170133333333333
547,Calponin;Calponin-2,CNN2,0.9949733333333334
550,"Transcription termination factor 4, mitochondrial;mTERF domain-containing protein 2 processed",MTERF4,1.0646833333333334
551,Catenin beta-1,CTNNB1,0.9118166666666666
553,RNA-binding protein Musashi homolog 2,MSI2,0.8292833333333334
554,Signal peptidase complex catalytic subunit SEC11;Signal peptidase complex catalytic subunit SEC11C,SEC11L3;SEC11C,0.9811633333333333
555,"Cytochrome c oxidase assembly protein COX11, mitochondrial",COX11,0.6002149999999999
556,von Willebrand factor A domain-containing protein 9,VWA9,1.0736333333333334
557,"Citrate synthase;Citrate synthase, mitochondrial",CS,0.92664
558,Periodic tryptophan protein 1 homolog,PWP1,0.8613500000000001
559,Endothelin-converting enzyme 1,ECE1,0.6514766666666667
560,Protein farnesyltransferase subunit beta,CHURC1-FNTB;FNTB,0.9879766666666666
561,Mitochondrial dicarboxylate carrier,SLC25A10,0.9927266666666666
562,RanBP-type and C3HC4-type zinc finger-containing protein 1,RBCK1,1.2562466666666667
563,Macrophage erythroblast attacher,MAEA,1.0622500000000001
564,Protein transport protein Sec61 subunit alpha isoform 1,SEC61A1,0.9842166666666666
565,Serine/threonine-protein kinase 24;Serine/threonine-protein kinase 24 36 kDa subunit;Serine/threonine-protein kinase 24 12 kDa subunit,STK24,0.9581066666666667
566,Serine/threonine-protein kinase;Serine/threonine-protein kinase D2,PRKD2,1.0563333333333333
567,Mediator of RNA polymerase II transcription subunit 29,MED29;IXL,1.0126
568,S-methyl-5-thioadenosine phosphorylase;Purine nucleoside phosphorylase,MTAP,1.0827333333333333
569,Nucleoside diphosphate kinase 7,NME7,1.3978666666666666
570,Peroxisomal targeting signal 1 receptor,PEX5,1.0046966666666666
571,Serine/threonine-protein kinase 26,STK26,0.95331
572,Arginyl-tRNA--protein transferase 1,ATE1,1.0686
573,Derlin-1,DERL1,0.9659533333333333
574,Serine/threonine-protein kinase RIO3,RIOK3,0.4642866666666667
575,Calcium-transporting ATPase;Calcium-transporting ATPase type 2C member 1,ATP2C1,0.8500099999999999
576,Protein OS-9,OS9,1.2595333333333334
577,RNA-binding protein with multiple splicing,RBPMS,0.9181666666666667
579,Mitochondrial fission process protein 1,MTFP1,1.2433666666666667
580,Cilia- and flagella-associated protein 36,CFAP36,1.0153699999999999
581,HCLS1-binding protein 3,HS1BP3,1.1953333333333334
582,Synaptogyrin-1,SYNGR1,1.2177333333333333
583,Pescadillo homolog,PES1,0.70843
585,Bromodomain-containing protein 8,BRD8,0.9533
586,Chromobox protein homolog 1,CBX1,1.1616333333333333
587,TBC1 domain family member 10A,TBC1D10A,1.0876333333333332
588,Protein RFT1 homolog,RFT1,0.9029866666666667
589,GTP-binding nuclear protein Ran,RAN,0.9836733333333334
590,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related,HMG20B,0.822715
591,DNA excision repair protein ERCC-6-like,ERCC6L,0.8740866666666667
592,UPF0554 protein C2orf43,LDAH;C2orf43;FLJ21820,1.1544666666666668
593,Septin-10,SEPT10,1.0366666666666666
594,Small integral membrane protein 7,SMIM7,1.3278500000000002
595,Echinoderm microtubule-associated protein-like 3,EML3,1.0375366666666666
596,Heterogeneous nuclear ribonucleoprotein L-like,HNRNPLL;HNRPLL,0.8704133333333334
597,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1,PPIP5K1,1.0425333333333333
599,Acyl-CoA-binding domain-containing protein 5,ACBD5,1.2189666666666665
600,Ubiquitin-conjugating enzyme E2 E1,UBE2E1;UBE2E2,1.06502
601,F-box/WD repeat-containing protein 1A;F-box/WD repeat-containing protein 11,BTRC;FBXW11,1.28225
603,"FYVE, RhoGEF and PH domain-containing protein 4",FGD4,1.05086
606,Armadillo repeat-containing protein 8,ARMC8,0.9964533333333334
607,Probable ATP-dependent RNA helicase DDX27,DDX27,0.8819966666666667
608,Ran-binding protein 3,RANBP3,0.9847233333333333
609,CCR4-NOT transcription complex subunit 8,CNOT8,1.1987
610,E3 ubiquitin-protein ligase PDZRN3,PDZRN3,1.0124
611,Golgi pH regulator A;Golgi pH regulator B,GPR89A;GPR89B,0.8926033333333333
612,N-acetylgalactosamine kinase,GALK2,1.1773333333333333
613,Katanin p60 ATPase-containing subunit A1,KATNA1,0.8304499999999999
614,Endophilin-B2,SH3GLB2,1.3987666666666667
615,Scavenger receptor class B member 1,SCARB1,1.0478666666666667
616,Mitochondrial inner membrane protein COX18,COX18,0.9401233333333333
617,U3 small nucleolar ribonucleoprotein protein IMP4,IMP4,1.1758333333333333
618,Eukaryotic translation initiation factor 4E type 2,EIF4E2,0.9337633333333333
619,Peptidyl-prolyl cis-trans isomerase;Peptidyl-prolyl cis-trans isomerase-like 3,PPIL3,0.9812966666666667
620,Mitotic-spindle organizing protein 2B;Mitotic-spindle organizing protein 2A,MZT2B;MZT2A,0.9039233333333333
621,Tax1-binding protein 1,TAX1BP1,1.0194566666666667
622,Inositol polyphosphate 1-phosphatase,INPP1,1.0146866666666665
623,"Retinal rod rhodopsin-sensitive cGMP 3,5-cyclic phosphodiesterase subunit delta",PDE6D,1.0357333333333334
624,Small ubiquitin-related modifier 1,SUMO1,1.01449
625,"Prothymosin alpha;Prothymosin alpha, N-terminally processed;Thymosin alpha-1",PTMA,0.8901233333333334
626,Late secretory pathway protein AVL9 homolog,AVL9,0.9642233333333333
627,U4/U6.U5 tri-snRNP-associated protein 2,USP39,0.793
628,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2,SMARCD2,0.8025833333333333
629,Protein Wiz,WIZ,0.8571949999999999
630,DNA-directed RNA polymerase;DNA-directed RNA polymerase I subunit RPA1,POLR1A,0.6104966666666667
631,RNA-binding protein 12B,RBM12B,2.1021
632,Spatacsin,SPG11,1.4398666666666666
633,"39S ribosomal protein L2, mitochondrial",MRPL2,0.8363566666666666
634,B-cell receptor-associated protein 29,BCAP29,1.1057333333333332
635,Elongator complex protein 6,ELP6,1.1148666666666667
636,Serine/threonine-protein phosphatase 4 regulatory subunit 2,PPP4R2,0.9869600000000001
638,Choline-phosphate cytidylyltransferase A;Choline-phosphate cytidylyltransferase B,PCYT1A;PCYT1B,1.0840666666666667
639,Ninein,NIN,1.1289500000000001
640,Poly(rC)-binding protein 4,PCBP4,0.7931066666666666
641,Charged multivesicular body protein 2b,CHMP2B,1.1849666666666667
642,Histone H2A;Histone H2A.V;Histone H2A.Z,H2AFV;H2AFZ,0.9706833333333333
643,Nuclear-interacting partner of ALK,ZC3HC1,0.8923266666666667
644,Profilin;Profilin-2,PFN2,1.0680666666666667
645,Sorcin,SRI,1.0626333333333333
646,Nuclear receptor corepressor 2,NCOR2,1.0678333333333334
647,E3 ubiquitin-protein ligase RNF181,RNF181,1.5675333333333332
648,DNA-directed RNA polymerase;DNA-directed RNA polymerase II subunit RPB2,POLR2B,1.02604
649,Protein CMSS1,CMSS1,0.8780233333333333
650,COBW domain-containing protein 2,CBWD2,0.9283533333333334
652,Probable E3 ubiquitin-protein ligase makorin-2,MKRN2,1.0794233333333334
654,N-alpha-acetyltransferase 50,NAA50,0.9533666666666667
655,Myeloid-associated differentiation marker,MYADM,1.1266333333333334
656,Alanyl-tRNA editing protein Aarsd1,PTGES3L-AARSD1;AARSD1,0.9661500000000001
657,Tyrosine-protein kinase receptor;Insulin-like growth factor 1 receptor;Insulin-like growth factor 1 receptor alpha chain;Insulin-like growth factor 1 receptor beta chain,IGF1R,1.2102
658,Ribulose-phosphate 3-epimerase;Ribulose-phosphate 3-epimerase-like protein 1,RPE;RPEL1,1.0323333333333333
660,Profilin-2,PFN2,1.0526533333333332
661,Transportin-3,TNPO3,1.022
664,tRNA-splicing endonuclease subunit Sen2,TSEN2,1.0371466666666667
666,E3 ubiquitin-protein ligase RNF13,RNF13,1.4644
667,Cytochrome c oxidase copper chaperone,COX17,0.9506866666666667
668,Protein PRR14L,PRR14L,1.0755333333333335
669,60S ribosomal export protein NMD3,NMD3,1.0664
670,Translocon-associated protein subunit gamma,SSR3,1.0988
671,Interferon-related developmental regulator 1,IFRD1,1.4136666666666666
672,"Frataxin, mitochondrial;Frataxin intermediate form;Frataxin(56-210);Frataxin(78-210);Frataxin mature form",FXN,0.9494833333333333
673,Phosphoserine phosphatase,PSPH,1.1816666666666666
674,Dr1-associated corepressor,DRAP1,0.9249666666666667
675,Transmembrane and ubiquitin-like domain-containing protein 1,TMUB1,0.8316133333333333
676,Angio-associated migratory cell protein,AAMP,0.9949100000000001
679,Myotubularin-related protein 2,MTMR2,0.9961233333333334
681,Apolipoprotein D,APOD,1.0427666666666666
683,COP9 signalosome complex subunit 1,GPS1,0.9989033333333334
684,Cytochrome c,CYCS,1.0379
685,Acylamino-acid-releasing enzyme,APEH,1.0808333333333333
686,Cysteine protease ATG4B,ATG4B,0.9796050000000001
687,Protein phosphatase 1B,PPM1B,1.1771666666666667
688,"28S ribosomal protein S34, mitochondrial",MRPS34,0.9000133333333333
689,Vacuolar protein sorting-associated protein 8 homolog,VPS8,2.682
690,Protein TSSC4,TSSC4,0.79247
691,Caveolin;Caveolin-1,CAV1,1.1860333333333333
692,MLN64 N-terminal domain homolog,STARD3NL,1.2883
693,Oxidoreductase NAD-binding domain-containing protein 1,OXNAD1,0.9711233333333333
694,"DNA-directed RNA polymerases I, II, and III subunit RPABC3",POLR2H,0.84591666666666665
695,Apoptotic protease-activating factor 1,APAF1,1.1176666666666666
696,Protein FAM195B,FAM195B,0.8973966666666666
697,Peptidyl-prolyl cis-trans isomerase;Peptidyl-prolyl cis-trans isomerase G,PPIG,0.7423266666666667
698,"FERM, RhoGEF and pleckstrin domain-containing protein 1",FARP1,0.82199
699,SOSS complex subunit B1,NABP2,0.8588
700,Insulin-like growth factor-binding protein 2,IGFBP2,0.7210233333333333
701,O-acetyl-ADP-ribose deacetylase 1,OARD1,1.3245
702,60S ribosomal protein L24,RPL24,0.8910666666666667
703,Nuclear respiratory factor 1,NRF1,0.83517
704,Coiled-coil domain-containing protein 58,CCDC58,0.9404
705,Peptidyl-prolyl cis-trans isomerase;Peptidyl-prolyl cis-trans isomerase H,PPIH,0.8765166666666667
706,"Propionyl-CoA carboxylase beta chain, mitochondrial",PCCB,1.1058
707,DnaJ homolog subfamily B member 2,DNAJB2,0.757305
708,MICOS complex subunit MIC19,CHCHD3,0.9244766666666667
709,Nucleolysin TIA-1 isoform p40,TIA1,0.8643299999999999
710,Ankyrin repeat domain-containing protein 54,ANKRD54,0.22445
711,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",L2HGDH,0.9608866666666667
712,A-kinase anchor protein 2,AKAP2,0.8784366666666666
714,Receptor protein-tyrosine kinase;Ephrin type-A receptor 3;Ephrin type-A receptor 5,EPHA3;EPHA5,1.2986
715,Rab-like protein 3,RABL3,0.8576966666666667
719,Nucleoporin-like protein 2,NUPL2,2.6946
722,Ribonuclease P protein subunit p20,POP7,1.0362733333333334
723,60S ribosomal protein L22-like 1,RPL22L1,1.2367333333333335
725,Inositol polyphosphate 5-phosphatase K,INPP5K,0.9611466666666667
726,Ubiquitin-conjugating enzyme E2 H,UBE2H,0.9268766666666667
727,"Dehydrogenase/reductase SDR family member 2, mitochondrial",DHRS2,0.83223
728,[Protein ADP-ribosylarginine] hydrolase,ADPRH,1.1364666666666667
729,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial",BDH1,1.8565333333333334
823,Neurabin-2,PPP1R9B,1.0969466666666667
824,Calcineurin subunit B type 1,PPP3R1,1.0229833333333334
825,60S ribosomal protein L32,RPL32,0.82704
826,Interleukin-1 receptor-associated kinase 1,IRAK1,0.73455
827,Mitogen-activated protein kinase kinase kinase MLT,pk;ZAK,0.9889533333333334
828,Calcium/calmodulin-dependent protein kinase type II subunit delta,CAMK2D,1.1824000000000001
829,Transcription factor RelB,RELB,0.924275
830,Cyclin-dependent kinase 7,CDK7,0.8604533333333334
832,Protein TMEM155,TMEM155,1.27995
834,Major facilitator superfamily domain-containing protein 10,MFSD10,1.1396
835,Transforming acidic coiled-coil-containing protein 2,TACC2,1.0833466666666667
837,"39S ribosomal protein L27, mitochondrial",MRPL27,0.9001833333333333
838,Embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein,HMCES,1.8158
839,Soluble lamin-associated protein of 75 kDa,FAM169A,1.1158000000000001
840,Exocyst complex component 3,EXOC3,1.0825333333333333
841,Alpha-methylacyl-CoA racemase,AMACR,1.0435966666666667
842,ELMO domain-containing protein 2,ELMOD2,1.0965666666666667
843,H/ACA ribonucleoprotein complex subunit 2,NHP2,0.6704233333333334
845,Estradiol 17-beta-dehydrogenase 11,HSD17B11,0.9079233333333333
846,"28S ribosomal protein S18c, mitochondrial",MRPS18C,0.661305
847,Sorting nexin-14,SNX14,1.3082
849,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",PET112;GATB,1.2371333333333332
850,Nucleotide exchange factor SIL1,SIL1,1.1498333333333333
851,Septin-11,SEPT11,1.0411333333333332
852,Protein transport protein Sec31A,SEC31A,0.9616966666666666
853,Colorectal mutant cancer protein,MCC,1.2879
854,,HNRNPD,1.1089
855,"Protein YIPF3;Protein YIPF3, 36 kDa form III",YIPF3,1.2929
856,Small glutamine-rich tetratricopeptide repeat-containing protein beta,SGTB,1.4109
857,Isochorismatase domain-containing protein 1,ISOC1,1.01848
858,Transcription initiation factor TFIID subunit 9B;Transcription initiation factor TFIID subunit 9,TAF9;TAF9B,0.94391
859,"Cytochrome c oxidase subunit 7A2, mitochondrial",COX7A2,0.9798533333333334
860,General transcription factor IIH subunit 2-like protein;General transcription factor IIH subunit 2,GTF2H2C;GTF2H2,0.9935933333333333
861,Exosome complex component RRP45,EXOSC9,0.72133
862,"Type II inositol 3,4-bisphosphate 4-phosphatase",INPP4B,1.09643
863,"Beta-1,4-galactosyltransferase 7;Xylosylprotein 4-beta-galactosyltransferase",B4GALT7,0.9085300000000001
865,Protein MMS22-like,MMS22L,0.80755
866,Tight junction-associated protein 1,TJAP1,1.1005
